Name,Season,Region,Games,Win rate,K:D,GPM,GDM,Game duration,Kills / game,Deaths / game,Towers killed,Towers lost,FB%,FT%,FOS%,DRAPG,DRA%,VGPG,HER%,ATAKHAN%,DRA@15,TD@15,GD@15,PPG,NASHPG,NASH%,CSM,DPM,WPM,VWPM,WCPM,Tier
Team 7AM,11,BE,24,0.25,0.74,1698,-167,1900-01-01 06:32:00,13.3,18.1,4.2,7.1,37.5,50.0,47.599999999999994,1.42,29.0,2.8,47.9,47.25,0.67,-0.3,-817.0,4.18,0.58,37.7,29.8,1895.0,2.7,1.13,1.0,3
Team Aurora,11,TR,36,0.028,0.38,1550,-446,1900-01-01 04:37:00,6.7,17.6,1.9,9.5,33.3,13.9,47.599999999999994,1.03,23.9,2.8,22.2,47.25,0.67,-1.4,-3191.0,4.18,0.11,9.4,30.2,1392.0,2.9,1.09,1.12,3
Team BDS,11,FR,39,0.538,1.08,1803,46,1900-01-01 07:11:00,14.7,13.5,6.6,5.5,61.5,46.2,47.599999999999994,2.51,56.8,2.8,55.1,47.25,1.05,0.0,-85.0,4.18,0.62,51.4,32.4,2080.0,3.4,1.41,1.35,2
Team Echo Zulu,11,NL,38,0.526,1.03,1758,8,1900-01-01 07:24:00,14.9,14.6,5.6,5.9,55.3,39.5,47.599999999999994,2.13,45.9,2.8,42.1,47.25,0.92,-0.4,68.0,4.18,0.5,47.1,31.2,1970.0,3.1,1.05,1.19,3
Team ESCA Gaming,11,PL,36,0.5,0.88,1714,-62,1900-01-01 09:42:00,12.3,14.1,5.9,6.5,52.8,44.4,47.599999999999994,2.33,45.5,2.8,38.9,47.25,0.89,-0.1,-1017.0,4.18,0.81,46.4,30.8,1704.0,2.9,0.95,1.18,3
Team Flash,11,VN,70,0.286,0.75,1735,-168,1900-01-01 06:25:00,13.2,17.6,4.5,7.3,48.6,37.1,47.599999999999994,1.71,40.6,2.8,48.6,47.25,0.61,-0.2,-1098.0,5.0,0.51,31.4,31.5,1988.0,3.4,1.35,1.54,3
Team Infamous,11,LT,10,0.3,0.71,1710,-198,1900-01-01 08:05:00,16.3,22.7,4.1,7.4,20.0,50.0,47.599999999999994,2.0,39.5,2.8,45.0,47.25,0.7,-0.2,-2320.0,4.18,0.5,26.7,29.3,2265.0,2.9,0.95,1.01,3
Team Liquid,11,NA,99,0.596,1.22,1824,103,1900-01-01 08:36:00,13.3,10.9,6.8,5.1,51.5,65.7,47.599999999999994,2.31,52.3,2.8,55.6,47.25,0.95,0.5,880.0,4.14,0.75,61.1,33.4,1938.0,3.1,1.19,1.52,2
Team Liquid Academy,11,NA,81,0.605,1.1,1828,73,1900-01-01 07:35:00,15.2,13.7,6.5,5.2,49.4,59.3,47.599999999999994,2.54,58.9,2.8,54.3,47.25,1.01,-0.1,208.0,4.18,0.8,58.6,32.5,2105.0,3.1,1.17,1.4,2
Team MCES,11,FR,42,0.214,0.63,1670,-210,1900-01-01 09:17:00,10.2,16.1,4.2,8.2,54.8,28.6,47.599999999999994,1.93,37.2,2.8,23.8,47.25,0.81,-0.8,-1161.0,4.18,0.55,30.2,31.7,1797.0,3.5,1.4,1.39,3
Team Oplon,11,FR,29,0.828,1.58,1872,220,1900-01-01 07:27:00,17.4,11.0,7.6,4.3,48.3,51.7,47.599999999999994,2.45,56.7,2.8,44.8,47.25,0.97,0.3,591.0,4.18,1.07,80.5,31.6,2191.0,3.5,1.29,1.41,3
Team Phantasma,11,GR,77,0.519,1.03,1815,26,1900-01-01 06:53:00,18.1,17.6,6.5,5.7,51.9,61.0,47.599999999999994,2.08,47.5,2.8,50.0,47.25,0.83,0.6,590.0,4.18,0.71,52.5,29.7,2213.0,2.9,1.14,1.19,3
Team Queso,11,ES,40,0.4,0.86,1757,-41,1900-01-01 08:48:00,12.7,14.8,6.0,6.7,47.5,57.5,47.599999999999994,2.58,54.0,2.8,55.0,47.25,1.15,0.1,244.0,4.18,0.6,40.6,32.0,1955.0,3.2,1.42,1.46,3
Team Refuse,11,GR,55,0.455,0.85,1767,-63,1900-01-01 07:14:00,15.7,18.3,5.6,6.6,36.4,50.9,47.599999999999994,1.78,39.2,2.8,46.4,47.25,0.75,-0.3,-731.0,4.18,0.67,44.4,30.3,1995.0,3.0,1.16,1.22,3
Team Secret,11,VN,79,0.43,0.97,1811,-35,1900-01-01 06:03:00,15.7,16.1,5.5,6.2,58.2,45.6,47.599999999999994,2.01,47.7,2.8,48.7,47.25,0.89,0.1,-301.0,4.76,0.59,50.7,32.0,2067.0,3.2,1.25,1.45,3
Team Singularity,11,EUW,46,0.63,1.17,1768,43,1900-01-01 08:47:00,14.4,12.3,7.1,5.4,58.7,60.9,47.599999999999994,2.52,51.8,2.8,54.3,47.25,1.0,0.2,-183.0,4.18,0.83,59.5,30.8,2061.0,3.4,1.38,1.26,3
Team THRLL,11,NL,24,0.208,0.61,1669,-244,1900-01-01 06:25:00,11.3,18.5,4.0,8.2,41.7,29.2,47.599999999999994,1.79,38.3,2.8,27.1,47.25,0.75,-0.6,-1990.0,4.18,0.29,25.0,30.3,1757.0,2.6,1.06,1.12,3
Team Universe,11,CZ,28,0.5,0.96,1757,-42,1900-01-01 10:04:00,17.1,17.9,6.1,5.9,50.0,42.9,47.599999999999994,2.43,45.4,2.8,41.1,47.25,0.75,-0.3,-106.0,4.18,0.96,50.9,30.4,2010.0,2.6,0.98,1.09,3
Team Vitality,11,EUW,41,0.366,0.88,1757,-59,1900-01-01 08:27:00,12.0,13.6,5.1,7.1,48.8,41.5,47.599999999999994,2.05,45.8,2.8,43.9,47.25,0.78,-0.4,-332.0,4.18,0.78,45.1,32.9,1871.0,3.2,1.27,1.36,2
Team WE,11,CN,123,0.545,1.1,1827,59,1900-01-01 07:37:00,14.3,13.0,6.3,5.3,44.7,53.7,47.599999999999994,2.31,51.4,2.8,56.5,47.25,1.06,0.2,887.0,4.18,0.7,54.9,33.1,1974.0,3.2,1.33,1.64,1
Tony Parker Adequat Academy,11,FR,30,0.567,1.0,1807,59,1900-01-01 08:21:00,16.7,16.7,6.7,5.6,46.7,56.7,47.599999999999994,2.67,57.0,2.8,51.7,47.25,0.97,0.1,476.0,4.18,0.8,59.2,30.8,2165.0,3.0,1.27,1.33,3
Top Esports,11,CN,99,0.636,1.33,1899,179,1900-01-01 07:36:00,16.7,12.5,7.3,4.5,53.5,68.7,47.599999999999994,2.49,59.7,2.8,60.2,47.25,0.74,0.4,2025.0,4.18,0.87,69.0,33.5,2232.0,3.1,1.33,1.68,1
Tricked Esports,11,EUW,46,0.565,1.08,1783,39,1900-01-01 09:26:00,14.1,13.0,6.6,6.5,45.7,39.1,47.599999999999994,2.43,51.2,2.8,48.9,47.25,0.67,-0.2,142.0,4.18,0.67,54.9,32.2,1988.0,3.3,1.35,1.47,3
TSM,11,NA,81,0.58,0.97,1781,23,1900-01-01 09:13:00,12.0,12.3,7.2,5.6,49.4,59.3,47.599999999999994,2.46,51.5,2.8,56.2,47.25,0.9,0.1,-296.0,4.18,0.93,66.0,32.7,1843.0,3.5,1.31,1.47,2
TSM Academy,11,NA,64,0.453,0.95,1771,-26,1900-01-01 07:24:00,13.2,13.8,6.0,6.3,48.4,45.3,47.599999999999994,1.97,42.8,2.8,53.9,47.25,0.91,-0.1,-75.0,4.18,0.48,42.7,32.5,1896.0,3.6,1.49,1.28,2
TT,11,CN,78,0.269,0.67,1708,-188,1900-01-01 06:58:00,10.8,16.1,4.3,7.4,48.7,56.4,47.599999999999994,1.99,44.5,2.8,56.1,47.25,1.0,0.0,-978.0,4.18,0.5,32.7,32.0,1813.0,3.2,1.28,1.48,1
UCAM Esports Club,11,ES,76,0.632,1.17,1781,60,1900-01-01 09:08:00,14.4,12.2,6.4,5.2,51.3,51.3,47.599999999999994,2.36,50.9,2.8,46.1,47.25,0.79,0.0,50.0,4.18,0.78,60.9,32.2,2031.0,3.4,1.4,1.52,3
Ultra Prime,11,CN,79,0.278,0.72,1714,-183,1900-01-01 06:29:00,11.1,15.4,4.1,7.2,51.9,39.2,47.599999999999994,1.87,42.7,2.8,39.7,47.25,0.68,-0.2,-981.0,4.18,0.34,26.1,32.6,1799.0,3.4,1.4,1.52,1
Umbra Divinus Gaming,11,GR,33,0.424,0.88,1748,-86,1900-01-01 07:41:00,16.2,18.4,5.5,6.9,54.5,39.4,47.599999999999994,2.18,45.3,2.8,40.9,47.25,0.94,-0.5,-921.0,4.18,0.61,41.4,29.3,2201.0,3.0,1.19,1.14,3
Unicorns Of Love,11,CIS,65,0.585,1.16,1800,88,1900-01-01 06:44:00,14.8,12.7,6.5,4.8,47.7,53.8,47.599999999999994,2.23,49.8,2.8,60.0,47.25,0.86,0.1,209.0,4.4,0.69,53.0,31.7,1958.0,2.9,1.01,1.29,3
Unicorns Of Love Sexy Edition,11,DE,57,0.474,0.97,1750,-44,1900-01-01 07:53:00,12.9,13.3,5.5,6.6,59.6,54.4,47.599999999999994,1.89,41.6,2.8,44.7,47.25,0.6,-0.2,-319.0,4.18,0.63,48.1,32.1,1833.0,3.1,1.32,1.27,3
V3 Academy,11,JP,12,1.0,3.21,1977,443,1900-01-01 07:34:00,20.6,6.3,9.3,1.6,75.0,75.0,47.599999999999994,3.33,81.8,2.8,70.8,47.25,1.08,0.4,2592.0,4.18,1.25,91.7,33.5,2131.0,3.4,1.21,1.44,3
V3 Esports,11,JP,53,0.547,1.11,1735,47,1900-01-01 09:15:00,12.9,11.6,6.2,5.2,66.0,71.7,47.599999999999994,2.09,46.1,2.8,62.3,47.25,0.66,0.4,205.0,4.18,0.91,62.1,30.9,1952.0,3.2,1.45,1.57,3
Valiance,11,RS,32,0.625,1.25,1854,139,1900-01-01 06:33:00,16.1,12.8,6.8,4.2,56.3,71.9,47.599999999999994,2.13,48.0,2.8,50.0,47.25,0.78,0.6,928.0,4.18,0.94,59.7,32.3,2019.0,2.7,1.01,1.21,3
Vega Squadron,11,CIS,36,0.306,0.69,1659,-149,1900-01-01 07:23:00,10.3,14.8,4.8,7.0,55.6,36.1,47.599999999999994,2.31,49.6,2.8,44.4,47.25,1.08,-0.2,-1022.0,4.18,0.53,35.4,30.4,1659.0,3.0,1.15,1.2,3
Victory Five,11,CN,81,0.284,0.71,1683,-188,1900-01-01 06:28:00,10.3,14.5,4.1,7.3,53.1,44.4,47.599999999999994,1.6,36.1,2.8,55.6,47.25,0.57,0.3,84.0,4.18,0.43,32.2,31.9,1747.0,3.1,1.2,1.4,1
Vikingekrig Academy,11,CZ,25,0.72,1.48,1861,219,1900-01-01 07:58:00,18.4,12.4,7.5,4.0,56.0,84.0,47.599999999999994,3.2,69.2,2.8,78.0,47.25,1.52,0.8,1676.0,4.18,0.88,66.0,31.0,1995.0,3.0,1.24,1.06,3
Vikingekrig Esports,11,CZ,45,0.489,1.03,1756,-14,1900-01-01 09:29:00,16.0,15.6,5.8,6.4,48.9,44.4,47.599999999999994,3.0,60.1,2.8,40.0,47.25,1.27,-0.2,228.0,4.18,0.78,44.3,30.3,2063.0,3.0,1.1,1.27,3
Vitality.Bee,11,FR,71,0.577,1.19,1809,67,1900-01-01 07:21:00,14.7,12.3,6.7,5.5,42.3,57.7,47.599999999999994,2.04,47.2,2.8,52.1,47.25,0.76,0.2,381.0,4.18,0.69,55.6,32.3,1961.0,3.3,1.28,1.39,3
Vodafone Giants.Spain,11,ES,67,0.537,0.97,1759,-5,1900-01-01 09:07:00,12.9,13.3,6.2,6.1,61.2,55.2,47.599999999999994,2.4,48.4,2.8,56.7,47.25,0.88,0.2,86.0,4.18,0.69,47.0,31.9,1982.0,3.3,1.29,1.44,3
Vorax Academy,11,BR,44,0.568,1.13,1778,41,1900-01-01 07:42:00,14.6,12.9,6.5,5.5,65.9,61.4,47.599999999999994,2.68,58.0,2.8,63.6,47.25,1.14,0.3,359.0,4.18,0.75,57.5,31.5,1928.0,3.6,1.62,1.48,3
Vorax Liberty,11,BR,48,0.625,1.37,1816,100,1900-01-01 07:13:00,15.6,11.3,7.4,5.4,58.3,66.7,47.599999999999994,2.1,50.0,2.8,67.7,47.25,0.75,0.3,827.0,4.18,0.81,62.4,31.3,2007.0,3.4,1.41,1.45,3
WAVE Esports,11,DE,18,0.278,0.63,1678,-198,1900-01-01 05:56:00,11.1,17.5,4.0,7.5,38.9,50.0,47.599999999999994,1.94,42.2,2.8,41.7,47.25,0.89,-0.3,-1094.0,4.18,0.39,26.5,30.7,1964.0,3.1,1.33,1.24,3
White Dragons,11,PT,69,0.725,1.45,1828,158,1900-01-01 08:05:00,15.6,10.8,7.6,4.7,65.2,62.3,47.599999999999994,3.1,68.3,2.8,51.4,47.25,1.35,0.4,1381.0,4.18,0.78,67.2,31.8,2023.0,3.0,1.15,1.37,3
Wildcard Gaming,11,NA,6,0.333,0.98,1775,-27,1900-01-01 09:42:00,18.0,18.3,5.5,6.0,50.0,83.3,47.599999999999994,2.5,52.2,2.8,75.0,47.25,1.0,0.2,15.0,4.18,0.5,33.3,30.1,2180.0,3.2,1.24,1.41,2
Wildcard Gaming Red,11,NA,12,0.583,1.03,1855,99,1900-01-01 06:00:00,16.7,16.2,6.3,5.3,25.0,58.3,47.599999999999994,2.08,50.3,2.8,54.2,47.25,0.92,-0.3,382.0,4.18,0.67,63.6,31.9,2166.0,3.2,1.11,1.31,2
WLGaming Esports,11,GR,75,0.653,1.4,1875,181,1900-01-01 07:15:00,19.5,14.0,7.4,4.6,61.3,64.0,47.599999999999994,2.57,58.9,2.8,60.1,47.25,1.01,0.5,1470.0,4.18,0.89,69.7,31.0,2247.0,3.2,1.19,1.31,3
Wortex Gaming,11,LT,15,0.4,0.84,1751,-151,1900-01-01 06:15:00,16.5,19.7,5.1,7.5,53.3,26.7,47.599999999999994,2.47,54.7,2.8,40.0,47.25,1.07,-0.9,-1721.0,4.18,0.53,33.3,29.5,2152.0,2.7,0.91,1.04,3
x25 Esports,11,RS,32,0.5,0.96,1754,-35,1900-01-01 05:55:00,13.8,14.3,5.7,6.1,43.8,31.3,47.599999999999994,2.25,50.9,2.8,37.5,47.25,1.09,-0.3,-1000.0,4.18,0.75,49.0,30.7,1883.0,2.7,1.15,1.32,3
XTEN Esports,11,LAT,29,0.448,0.88,1743,-67,1900-01-01 08:05:00,15.0,17.1,5.3,6.4,37.9,41.4,47.599999999999994,1.93,42.8,2.8,56.9,47.25,0.83,0.0,-140.0,4.18,0.79,47.5,30.6,1908.0,3.1,1.31,1.4,3
Young Miracles,11,CN,4,0.75,1.74,1868,212,1900-01-01 04:14:00,16.5,9.3,6.0,4.0,25.0,50.0,47.599999999999994,2.75,63.8,2.8,87.5,47.25,1.0,0.5,347.0,4.18,0.75,62.5,32.2,1922.0,3.1,1.23,1.45,1
Zephyr Esport,11,FR,18,0.056,0.46,1602,-351,1900-01-01 05:28:00,9.1,19.8,2.6,8.6,66.7,44.4,47.599999999999994,1.89,47.9,2.8,33.3,47.25,1.11,-0.6,-2250.0,4.18,0.17,13.3,30.4,1723.0,2.7,1.1,1.33,3
Zero Tenacity,11,RS,51,0.627,1.38,1851,157,1900-01-01 06:05:00,15.9,11.5,7.3,4.4,60.8,62.7,47.599999999999994,2.31,54.8,2.8,66.7,47.25,0.9,0.7,1598.0,4.18,0.8,64.0,31.5,1960.0,3.1,1.25,1.15,3
Zerolag Esports,11,GR,62,0.355,0.88,1764,-77,1900-01-01 07:49:00,16.9,19.1,5.4,7.0,46.8,43.5,47.599999999999994,2.26,48.3,2.8,50.0,47.25,1.0,-0.2,-239.0,4.18,0.56,41.3,30.0,2140.0,3.0,1.2,1.28,3
Zoos Gaming,11,NA,13,0.308,0.7,1721,-136,1900-01-01 09:05:00,11.5,16.3,5.2,7.9,46.2,69.2,47.599999999999994,2.23,45.3,2.8,73.1,47.25,0.85,0.6,-472.0,4.18,0.62,48.7,31.8,1649.0,3.0,1.05,1.35,2
100 Thieves Academy,10,NA,42,0.476,0.94,1734,-12,1900-01-01 09:18:00,12.9,13.8,6.2,5.9,38.1,45.2,47.599999999999994,2.19,44.9,2.8,48.8,47.25,0.88,0.0,-392.0,4.18,0.62,46.7,31.0,1955.0,3.1,1.31,1.37,2
1907 Fenerbahce,10,TR,42,0.643,1.24,1811,148,1900-01-01 07:54:00,13.9,11.2,7.3,4.6,64.3,54.8,47.599999999999994,2.67,54.4,2.8,52.4,47.25,0.9,0.6,1491.0,4.18,0.69,57.7,32.6,1914.0,3.3,1.29,1.35,3
200Years,10,RO,12,0.167,0.49,1579,-317,1900-01-01 04:15:00,10.8,22.3,3.8,7.3,33.3,41.7,47.599999999999994,1.67,38.1,2.8,45.8,47.25,1.17,-0.2,-1739.0,4.18,0.25,23.3,27.3,1780.0,2.2,0.85,0.92,3
5 Ronin,10,TR,48,0.438,0.85,1698,-26,1900-01-01 08:51:00,11.2,13.2,5.5,6.7,45.8,43.8,47.599999999999994,2.44,48.9,2.8,51.0,47.25,1.04,0.0,-268.0,4.18,0.52,43.2,31.3,1730.0,3.0,1.11,1.27,3
7more7 Pompa Team Academy,10,PL,3,1.0,2.82,1982,391,1900-01-01 06:05:00,20.7,7.3,8.7,2.7,33.3,66.7,47.599999999999994,2.67,61.7,2.8,66.7,47.25,0.67,0.3,1435.0,4.18,0.67,100.0,33.8,2340.0,3.1,1.41,1.45,3
Absolute Legends CZSK,10,CZ,22,0.545,1.04,1809,21,1900-01-01 07:29:00,17.5,16.8,6.0,5.8,50.0,45.5,47.599999999999994,2.73,57.6,2.8,50.0,47.25,1.27,-0.3,-283.0,4.18,0.59,52.5,30.9,1949.0,3.2,1.24,1.02,3
Acumen,10,RO,13,0.615,1.39,1764,107,1900-01-01 08:19:00,19.1,13.8,6.2,4.8,30.8,53.8,47.599999999999994,2.54,50.1,2.8,57.7,47.25,0.92,0.0,822.0,4.18,0.92,62.8,27.9,2233.0,2.8,1.01,0.88,3
Ad Hoc Gaming,10,DE,50,0.52,1.04,1770,39,1900-01-01 09:13:00,13.7,13.1,6.6,6.1,56.0,58.0,47.599999999999994,2.26,45.6,2.8,63.3,47.25,0.84,0.6,1031.0,4.18,0.68,56.5,31.7,1908.0,3.1,1.19,1.31,3
Afreeca Freecs,10,KR,113,0.513,0.97,1725,-29,1900-01-01 09:21:00,12.0,12.3,5.4,5.8,56.6,40.7,47.599999999999994,2.34,48.7,2.8,44.2,47.25,0.85,-0.1,-406.0,4.18,0.58,50.5,32.1,1795.0,3.6,1.43,1.83,1
AGO ROGUE,10,PL,72,0.75,1.41,1845,175,1900-01-01 06:48:00,15.8,11.3,7.8,4.2,48.6,63.9,47.599999999999994,2.65,60.4,2.8,61.1,47.25,1.01,0.6,1328.0,4.18,0.65,67.2,31.6,2142.0,3.2,1.27,1.3,3
ahq e-Sports Club,10,PCS,62,0.661,1.23,1757,104,1900-01-01 09:53:00,12.7,10.3,6.6,4.7,43.5,72.6,47.599999999999994,2.84,58.6,2.8,62.1,47.25,1.16,0.6,909.0,4.18,0.63,58.5,31.8,1871.0,3.2,1.28,1.6,3
All Knights,10,LAT,46,0.717,1.19,1784,133,1900-01-01 10:48:00,12.5,10.5,7.1,4.5,39.1,58.7,47.599999999999994,2.83,56.8,2.8,55.4,47.25,0.85,0.2,289.0,4.18,0.8,62.5,32.8,1975.0,3.8,1.45,1.71,3
Alpha Esports,10,PCS,50,0.4,0.94,1725,-22,1900-01-01 10:08:00,13.4,14.2,5.5,6.5,64.0,54.0,47.599999999999994,2.46,48.0,2.8,58.0,47.25,1.1,0.1,138.0,4.18,0.52,38.3,31.3,1872.0,3.3,1.31,1.47,3
Asura,10,KR,36,0.306,0.8,1647,-123,1900-01-01 08:46:00,10.6,13.3,4.9,7.1,61.1,36.1,47.599999999999994,2.06,42.2,2.8,43.1,47.25,0.89,-0.4,-1034.0,4.18,0.5,34.8,30.4,1690.0,3.1,1.27,1.46,1
Asus ROG Elite,10,RS,6,0.167,0.87,1700,-87,1900-01-01 15:29:00,17.2,19.7,5.3,9.0,50.0,33.3,47.599999999999994,2.33,38.3,2.8,58.3,47.25,0.67,-0.2,-33.0,4.18,1.0,41.7,29.5,2350.0,2.7,0.89,1.16,3
Avant Gaming,10,OCE,46,0.37,0.84,1692,-89,1900-01-01 08:20:00,12.0,14.3,4.9,6.8,41.3,45.7,47.599999999999994,2.28,48.4,2.8,42.2,47.25,1.02,-0.4,-810.0,4.18,0.48,39.8,31.0,1799.0,3.0,1.31,1.38,3
AVEZ,10,PL,17,0.235,0.57,1547,-208,1900-01-01 10:37:00,7.8,13.6,3.9,7.8,29.4,47.1,47.599999999999994,2.35,43.1,2.8,52.9,47.25,0.94,0.0,-613.0,4.18,0.35,25.0,28.7,1578.0,2.8,1.03,1.32,3
Awesome Spear,10,KR,86,0.616,1.09,1764,54,1900-01-01 09:59:00,12.2,11.2,6.7,5.2,41.9,53.5,47.599999999999994,2.84,55.9,2.8,55.8,47.25,1.06,0.2,411.0,4.18,0.86,58.8,32.5,1792.0,3.6,1.5,1.59,1
AXIZ,10,JP,31,0.29,0.6,1621,-182,1900-01-01 10:12:00,8.6,14.3,4.3,7.4,35.5,48.4,47.599999999999994,2.0,38.9,2.8,45.2,47.25,0.81,-0.1,-552.0,4.18,0.35,28.2,30.8,1501.0,3.8,1.58,1.49,3
Azules Esports,10,LAT,37,0.324,0.65,1681,-113,1900-01-01 10:08:00,9.2,14.1,5.2,7.1,29.7,45.9,47.599999999999994,2.16,40.7,2.8,41.9,47.25,1.19,-0.4,-1220.0,4.18,0.62,42.1,32.0,1547.0,3.4,1.49,1.36,3
BCN Squad,10,ES,42,0.381,0.97,1709,-45,1900-01-01 10:18:00,12.0,12.4,5.4,7.3,50.0,45.2,47.599999999999994,2.43,48.8,2.8,47.6,47.25,1.05,-0.2,-255.0,4.18,0.62,41.9,31.2,1807.0,3.2,1.24,1.33,3
Berjaya Dragons,10,PCS,50,0.42,0.9,1682,-104,1900-01-01 09:54:00,13.0,14.4,4.9,6.6,58.0,46.0,47.599999999999994,2.24,44.0,2.8,57.0,47.25,0.96,0.1,-286.0,4.18,0.5,36.5,30.3,1723.0,3.6,1.6,1.4,3
Berlin International Gaming,10,DE,46,0.5,1.12,1749,19,1900-01-01 09:46:00,13.4,12.0,6.2,6.3,45.7,34.8,47.599999999999994,2.54,50.3,2.8,47.8,47.25,1.04,-0.3,-323.0,4.18,0.74,52.3,31.5,1895.0,3.0,1.14,1.29,3
Besiktas Esports,10,TR,40,0.425,0.89,1690,-49,1900-01-01 08:35:00,11.4,12.8,5.1,6.6,42.5,42.5,47.599999999999994,2.28,44.9,2.8,48.8,47.25,0.93,-0.3,-752.0,4.18,0.53,42.5,30.7,1676.0,3.2,1.32,1.24,3
Bilibili Gaming,10,CN,89,0.449,0.88,1721,-33,1900-01-01 09:12:00,11.5,13.0,5.7,6.0,21.3,23.6,47.599999999999994,2.26,46.0,2.8,51.3,47.25,0.74,0.1,75.0,4.18,0.61,45.1,31.5,1876.0,3.5,1.3,1.61,1
Boavista FC,10,PT,34,0.382,0.78,1701,-63,1900-01-01 09:41:00,12.4,15.8,5.4,6.4,35.3,61.8,47.599999999999994,2.24,42.1,2.8,57.4,47.25,0.65,0.1,-150.0,4.18,0.5,39.6,30.6,1769.0,3.4,1.3,1.27,3
BT Excel,10,UK,9,0.444,1.2,1722,22,1900-01-01 07:36:00,11.2,9.3,5.8,6.8,44.4,66.7,47.599999999999994,3.0,60.6,2.8,55.6,47.25,1.11,0.2,201.0,4.18,0.67,48.1,30.9,1878.0,3.2,1.34,1.36,3
Burning Core,10,JP,34,0.382,0.95,1648,-77,1900-01-01 10:10:00,11.7,12.3,5.0,6.6,47.1,41.2,47.599999999999994,2.32,43.3,2.8,50.0,47.25,0.79,-0.3,-768.0,4.18,0.68,42.2,29.9,1753.0,3.4,1.22,1.58,3
Campus Party Sparks,10,IT,34,0.441,0.93,1705,-55,1900-01-01 06:49:00,13.1,14.0,5.4,6.1,44.1,47.1,47.599999999999994,2.21,46.7,2.8,47.1,47.25,1.0,-0.1,-670.0,4.18,0.56,42.4,30.2,1809.0,3.0,1.19,0.99,3
Cerberus Esports,10,VN,74,0.527,1.05,1802,30,1900-01-01 07:59:00,15.0,14.3,6.5,5.6,48.6,55.4,47.599999999999994,2.7,55.2,2.8,56.8,47.25,1.12,0.4,238.0,4.18,0.8,57.5,31.6,1958.0,3.4,1.45,1.47,3
Chief Esports Club,10,OCE,66,0.636,1.25,1799,118,1900-01-01 07:42:00,15.6,12.5,7.0,4.7,54.5,62.1,47.599999999999994,2.58,58.5,2.8,59.2,47.25,1.03,0.3,652.0,4.18,0.74,65.8,31.0,1993.0,3.0,1.18,1.35,3
Cidade Curiosa,10,PT,14,0.286,0.77,1595,-183,1900-01-01 10:48:00,11.6,15.0,3.1,8.2,50.0,35.7,47.599999999999994,2.14,37.1,2.8,32.1,47.25,0.64,-0.5,-1521.0,4.18,0.36,23.8,29.1,1575.0,3.0,1.27,1.13,3
CLG,10,NA,37,0.216,0.68,1650,-190,1900-01-01 10:32:00,9.7,14.4,4.1,8.5,40.5,32.4,47.599999999999994,1.86,32.9,2.8,36.5,47.25,0.62,-0.7,-1540.0,4.18,0.43,22.7,31.8,1716.0,3.3,1.27,1.31,2
CLG Academy,10,NA,44,0.364,0.79,1685,-118,1900-01-01 08:14:00,11.1,14.1,4.7,7.2,43.2,40.9,47.599999999999994,2.07,41.9,2.8,39.8,47.25,0.86,-0.4,-1163.0,4.18,0.52,42.3,30.8,1725.0,2.9,1.1,1.23,2
Cloud9,10,NA,57,0.772,1.69,1882,253,1900-01-01 07:10:00,15.6,9.2,8.0,3.5,56.1,75.4,47.599999999999994,3.05,68.8,2.8,73.7,47.25,1.32,0.7,2073.0,4.18,0.95,72.0,32.7,2076.0,3.3,1.21,1.32,2
Cloud9 Academy,10,NA,50,0.78,1.64,1842,185,1900-01-01 08:35:00,17.8,10.8,7.8,3.8,56.0,66.0,47.599999999999994,3.3,69.4,2.8,54.0,47.25,1.34,0.4,704.0,4.18,0.74,66.3,31.7,2037.0,3.0,1.17,1.28,2
Clumsy Execution,10,RO,13,0.769,1.97,1841,279,1900-01-01 05:43:00,15.8,8.0,8.0,2.4,92.3,84.6,47.599999999999994,2.85,64.7,2.8,80.8,47.25,1.0,0.5,2450.0,4.18,0.85,77.8,30.6,1942.0,2.5,0.87,0.94,3
cooL Gaming,10,RO,14,0.357,0.67,1641,-213,1900-01-01 05:13:00,14.1,21.0,3.6,6.7,42.9,28.6,47.599999999999994,1.93,41.2,2.8,39.3,47.25,0.79,-0.8,-2851.0,4.18,0.43,32.1,27.2,1992.0,2.3,0.75,0.87,3
CR4ZY,10,EUW,7,0.429,1.14,1740,-26,1900-01-01 03:51:00,13.7,12.0,4.0,6.6,57.1,42.9,47.599999999999994,1.57,38.8,2.8,50.0,47.25,0.43,-0.6,-91.0,4.18,0.14,20.0,31.3,1823.0,3.1,1.27,1.19,3
Cream Real Betis,10,ES,28,0.464,0.89,1754,3,1900-01-01 08:00:00,11.6,13.0,6.2,6.1,46.4,35.7,47.599999999999994,2.11,42.9,2.8,40.7,47.25,0.81,-0.3,-90.0,4.18,0.68,50.0,31.9,1899.0,2.9,1.07,1.27,3
Crest Gaming Act,10,JP,47,0.511,0.98,1695,-11,1900-01-01 08:30:00,12.9,13.1,5.2,5.7,48.9,55.3,47.599999999999994,2.19,46.7,2.8,53.2,47.25,0.94,-0.1,-390.0,4.18,0.6,54.3,30.4,1792.0,3.4,1.33,1.48,3
CrowCrowd,10,CIS,31,0.484,0.92,1711,-34,1900-01-01 08:04:00,13.1,14.2,5.3,6.0,61.3,51.6,47.599999999999994,2.52,52.2,2.8,48.3,47.25,1.0,0.3,-83.0,4.18,0.39,42.0,30.4,1973.0,3.2,1.31,1.34,3
